date,serial_number,model,capacity_bytes,failure,read-error-rate-normal,read-error-rate-raw,throughput-performance-normal,throughput-performance-raw,spin-up-time-normal,spin-up-time-raw,start/stop-count-normal,start/stop-count-raw,reallocated-sectors-count-normal,reallocated-sectors-count-raw,seek-error-rate-normal,seek-error-rate-raw,seek-time-performance-normal,seek-time-performance-raw,power-on-hours-normal,power-on-hours-raw,spin-retry-count-normal,spin-retry-count-raw,recalibration-retries-normal,recalibration-retries-raw,power-cycle-count-normal,power-cycle-count-raw,soft-read-error-rate-normal,soft-read-error-rate-raw,current-helium-level-normal,current-helium-level-raw,available-reserved-space-normal,available-reserved-space-raw,ssd-wear-leveling-count-normal,ssd-wear-leveling-count-raw,unexpected-power-loss-count-normal,unexpected-power-loss-count-raw,power-loss-protection-failure-normal,power-loss-protection-failure-raw,wear-range-delta-normal,wear-range-delta-raw,used-reserved-block-count-total-normal,used-reserved-block-count-total-raw,unused-reserved-block-count-total-normal,unused-reserved-block-count-total-raw,program-fail-count-total-normal,program-fail-count-total-raw,erase-fail-count-normal,erase-fail-count-raw,sata-downshift-error-count-normal,sata-downshift-error-count-raw,end-to-end-error-normal,end-to-end-error-raw,reported-uncorrectable-errors-normal,reported-uncorrectable-errors-raw,command-timeout-normal,command-timeout-raw,high-fly-writes-normal,high-fly-writes-raw,temperature-difference-normal,temperature-difference-raw,g-sense-error-rate-normal,g-sense-error-rate-raw,power-off-retract-count-normal,power-off-retract-count-raw,load-cycle-count-normal,load-cycle-count-raw,temperature-normal,temperature-raw,hardware-ecc-recovered-normal,hardware-ecc-recovered-raw,reallocation-event-count-normal,reallocation-event-count-raw,current-pending-sector-count-normal,current-pending-sector-count-raw,(offline)-uncorrectable-sector-count-normal,(offline)-uncorrectable-sector-count-raw,ultradma-crc-error-count-normal,ultradma-crc-error-count-raw,multi-zone-error-rate-normal,multi-zone-error-rate-raw,data-address-mark-errors-normal,data-address-mark-errors-raw,flying-height-normal,flying-height-raw,vibration-during-write-normal,vibration-during-write-raw,disk-shift-normal,disk-shift-raw,loaded-hours-normal,loaded-hours-raw,load/unload-retry-count-normal,load/unload-retry-count-raw,load-friction-normal,load-friction-raw,load/unload-cycle-count-normal,load/unload-cycle-count-raw,load-'in'-time-normal,load-'in'-time-raw,life-left-(ssds)-normal,life-left-(ssds)-raw,endurance-remaining-normal,endurance-remaining-raw,media-wearout-indicator-(ssds)-normal,media-wearout-indicator-(ssds)-raw,average-erase-count-and-maximum-erase-count-normal,average-erase-count-and-maximum-erase-count-raw,good-block-count-and-system(free)-block-count-normal,good-block-count-and-system(free)-block-count-raw,head-flying-hours-normal,head-flying-hours-raw,total-lbas-written-normal,total-lbas-written-raw,total-lbas-read-normal,total-lbas-read-raw,read-error-retry-rate-normal,read-error-retry-rate-raw,minimum-spares-remaining-normal,minimum-spares-remaining-raw,newly-added-bad-flash-block-normal,newly-added-bad-flash-block-raw,free-fall-protection-normal,free-fall-protection-raw
2021-04-14,1070A04CF97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7853,100,4,100,0,100,0,100,0,87,5421,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,3,100,15,100,20,,,100,0,100,0,100,0,200,0,,,,,,,,,100,34340865,88,4981,100,0,100,0,,,100,537,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-14,ZLW0GQ83,ST12000NM001G,1.20E+13,0,80,93271200,,,97,0,100,3,100,0,81,133449659,,,92,7240,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,66,34,,,100,1,100,556,34,34,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7127,100,54846521648,100,1.02E+11,,,,,,,,
2021-04-14,ZLW0GQ82,ST12000NM001G,1.20E+13,0,76,44061768,,,93,0,100,6,100,0,78,65715218,,,100,619,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,73,27,,,100,1,100,87,27,27,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,600,100,23445180784,100,5899430173,,,,,,,,
2021-04-14,ZLW0GQ81,ST12000NM001G,1.20E+13,0,68,5803648,,,98,0,100,2,100,0,81,114092003,,,92,7249,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,67,33,,,100,0,100,594,33,33,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7128,100,54654573480,100,1.01E+11,,,,,,,,
2021-04-14,ZLW0GQ80,ST12000NM001G,1.20E+13,0,84,240783192,,,95,0,100,4,100,0,87,460719468,,,96,3974,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,77,23,,,100,1,100,352,23,23,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3887,100,23493886424,100,68549319649,,,,,,,,
2021-04-14,ZLW0GQ87,ST12000NM001G,1.20E+13,0,71,11671096,,,90,0,100,15,100,0,80,108793071,,,91,8043,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,74,26,,,100,3,100,844,26,26,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7762,100,55280928592,100,1.09E+11,,,,,,,,
2021-04-14,ZLW0GQ86,ST12000NM001G,1.20E+13,0,82,174044768,,,96,0,100,4,100,0,87,466838187,,,96,4223,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,74,26,,,100,1,100,425,26,26,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4111,100,23498073680,100,69698056138,,,,,,,,
2021-04-14,ZLW0GQ85,ST12000NM001G,1.20E+13,0,75,35280648,,,97,0,100,3,100,0,79,79513909,,,92,7248,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,0,100,563,25,25,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7131,100,55594661960,100,94343204066,,,,,,,,
2021-04-14,Z8A0A057F97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7928,100,2,100,0,100,0,100,0,69,12533,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,76,100,29,,,100,0,100,0,100,0,200,0,,,,,,,,,100,393219,69,12486,100,0,100,0,,,100,592,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-15,ZHZ65F2W,ST12000NM0008,1.20E+13,0,70,10524832,,,99,0,100,1,100,0,84,232588181,,,91,8708,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,0,100,564,25,25,2,10524832,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8593,100,59637198856,100,1.23E+11,,,,,,,,
2021-04-15,ZLW0EGC7,ST12000NM001G,1.20E+13,0,84,229765160,,,99,0,100,1,100,0,66,3638100,,,93,6921,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,55,45,,,100,0,99,3579,45,45,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6318,100,49784500304,100,99371395336,,,,,,,,
2021-04-15,ZA1FLE1P,ST8000NM0055,8.00E+12,0,81,127139160,,,96,0,100,3,100,0,89,874199310,,,93,6539,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,58,42,97,6286,100,39,100,352,42,42,81,127139160,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6515,100,21364835136,100,73618053602,,,,,,,,
2021-04-15,ZA16NQJR,ST8000NM0055,8.00E+12,0,82,151994760,,,89,0,100,8,100,0,90,1102034352,,,61,34707,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,67,33,95,10231,100,15,75,51635,33,33,82,151994760,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,34676,100,75242013160,100,2.54E+11,,,,,,,,
2021-04-15,ZJV02XWG,ST12000NM0007,1.20E+13,0,80,100530568,,,89,0,100,11,100,0,88,606181793,,,71,25714,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,70,30,,,100,413,100,1579,30,30,80,100530568,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25438,100,55232387432,100,2.63E+11,,,,,,,,
2021-04-15,PL1331LAHEYUGH,HGST HMS5C4040BLE640,4.00E+12,0,100,0,133,104,142,542,100,12,100,0,100,0,113,42,95,36799,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,394,100,394,250,24,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,ZA130TTW,ST8000DM002,8.00E+12,0,83,178852016,,,96,0,100,2,100,0,92,1742412717,,,55,39791,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,70,30,79,43448,100,0,78,44480,30,30,1,178852016,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,39747,100,85030002856,100,2.86E+11,,,,,,,,
2021-04-15,7040A07GF97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7952,100,2,100,0,100,0,100,0,95,2340,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,100,1,100,8,100,25,,,100,0,100,0,100,0,200,0,,,,,,,,,100,16908289,96,1955,100,0,100,0,,,100,538,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-15,1070A04CF97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7853,100,4,100,0,100,0,100,0,87,5437,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,3,100,15,100,20,,,100,0,100,0,100,0,200,0,,,,,,,,,100,52166658,88,4996,100,0,100,0,,,100,537,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-15,ZLW0GQ83,ST12000NM001G,1.20E+13,0,74,25686448,,,97,0,100,3,100,0,81,137546831,,,92,7272,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,64,36,,,100,1,100,558,36,36,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7158,100,54960641136,100,1.03E+11,,,,,,,,
2021-04-15,ZLW0GQ82,ST12000NM001G,1.20E+13,0,68,5995736,,,93,0,100,6,100,0,78,66790931,,,100,634,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,73,27,,,100,1,100,88,27,27,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,615,100,23445461584,100,6105224085,,,,,,,,
2021-04-15,ZLW0GQ81,ST12000NM001G,1.20E+13,0,74,25451560,,,98,0,100,2,100,0,81,116277889,,,92,7265,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,69,31,,,100,0,100,595,31,31,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7143,100,54734416608,100,1.01E+11,,,,,,,,
2021-04-15,ZLW0GQ80,ST12000NM001G,1.20E+13,0,78,70056392,,,95,0,100,4,100,0,87,462768786,,,96,4006,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,77,23,,,100,1,100,354,23,23,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3919,100,23494374440,100,68866386329,,,,,,,,
2021-04-15,ZLW0GQ87,ST12000NM001G,1.20E+13,0,78,62742360,,,90,0,100,15,100,0,80,111140782,,,91,8059,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,3,100,844,25,25,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7778,100,55328025712,100,1.09E+11,,,,,,,,
2021-04-15,ZLW0GQ86,ST12000NM001G,1.20E+13,0,81,136095456,,,96,0,100,4,100,0,87,468021282,,,96,4239,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,74,26,,,100,1,100,425,26,26,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4127,100,23498315784,100,69904005506,,,,,,,,
2021-04-15,ZLW0GQ85,ST12000NM001G,1.20E+13,0,84,229582600,,,97,0,100,3,100,0,79,81600189,,,92,7264,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,0,100,564,25,25,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7147,100,55647701080,100,94484466898,,,,,,,,
2021-04-15,Z8A0A057F97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7928,100,2,100,0,100,0,100,0,69,12549,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,76,100,29,,,100,0,100,0,100,0,200,0,,,,,,,,,100,119537666,69,12502,100,0,100,0,,,100,592,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-16,ZHZ65F2W,ST12000NM0008,1.20E+13,0,80,101186344,,,99,0,100,1,100,0,84,235045673,,,91,8740,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,0,100,566,25,25,2,101186344,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8625,100,59692438608,100,1.23E+11,,,,,,,,
2021-04-16,ZLW0EGC7,ST12000NM001G,1.20E+13,0,83,222130168,,,99,0,100,1,100,0,67,5453987,,,93,6937,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,56,44,,,100,0,99,3579,44,44,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6333,100,49852870416,100,99539531112,,,,,,,,
2021-04-16,ZA1FLE1P,ST8000NM0055,8.00E+12,0,84,236196520,,,96,0,100,3,100,0,89,876303717,,,93,6555,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,58,42,97,6293,100,39,100,353,42,42,84,236196520,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6531,100,21379493688,100,73712452410,,,,,,,,
2021-04-16,ZA16NQJR,ST8000NM0055,8.00E+12,0,71,11765456,,,89,0,100,8,100,0,90,1107655259,,,61,34723,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,68,32,95,10233,100,15,75,51661,32,32,71,11765456,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,34692,100,75255464064,100,2.54E+11,,,,,,,,
2021-04-16,ZJV02XWG,ST12000NM0007,1.20E+13,0,80,94404456,,,89,0,100,11,100,0,88,607803680,,,71,25745,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,70,30,,,100,413,100,1580,30,30,80,94404456,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25470,100,55232847248,100,2.64E+11,,,,,,,,
2021-04-16,PL1331LAHEYUGH,HGST HMS5C4040BLE640,4.00E+12,0,100,0,133,104,142,542,100,12,100,0,100,0,113,42,95,36823,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,394,100,394,250,24,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,ZA130TTW,ST8000DM002,8.00E+12,0,83,206175744,,,96,0,100,2,100,0,92,1751575039,,,55,39823,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,71,29,79,43453,100,0,78,44547,29,29,1,206175744,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,39779,100,85063002360,100,2.86E+11,,,,,,,,
2021-04-16,7040A07GF97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7952,100,2,100,0,100,0,100,0,95,2372,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,100,1,100,8,100,26,,,100,0,100,0,100,0,200,0,,,,,,,,,100,236847105,96,1987,100,0,100,0,,,100,538,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-16,1070A04CF97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7853,100,4,100,0,100,0,100,0,87,5453,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,3,100,15,100,20,,,100,0,100,0,100,0,200,0,,,,,,,,,100,2228225,88,5012,100,0,100,0,,,100,537,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-16,ZLW0GQ83,ST12000NM001G,1.20E+13,0,84,225565752,,,97,0,100,3,100,0,81,139512155,,,92,7287,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,64,36,,,100,1,100,558,36,36,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7173,100,55005835704,100,1.03E+11,,,,,,,,
2021-04-16,ZLW0GQ82,ST12000NM001G,1.20E+13,0,81,123679320,,,93,0,100,6,100,0,78,68780652,,,100,666,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,73,27,,,100,1,100,89,27,27,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,647,100,23446020520,100,6466489421,,,,,,,,
2021-04-16,ZLW0GQ81,ST12000NM001G,1.20E+13,0,82,167302304,,,98,0,100,2,100,0,81,119832179,,,92,7296,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,67,33,,,100,0,100,596,33,33,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7174,100,54846502632,100,1.02E+11,,,,,,,,
2021-04-16,ZLW0GQ80,ST12000NM001G,1.20E+13,0,84,234020728,,,95,0,100,4,100,0,87,463675350,,,96,4022,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,77,23,,,100,1,100,354,23,23,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3934,100,23494619032,100,69030106073,,,,,,,,
2021-04-16,ZLW0GQ87,ST12000NM001G,1.20E+13,0,84,238890464,,,90,0,100,15,100,0,81,112815705,,,91,8074,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,76,24,,,100,3,100,845,24,24,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7793,100,55385579760,100,1.09E+11,,,,,,,,
2021-04-16,ZLW0GQ86,ST12000NM001G,1.20E+13,0,81,116149096,,,96,0,100,4,100,0,87,469517642,,,96,4271,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,1,100,428,25,25,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4158,100,23498799048,100,70127716906,,,,,,,,
2021-04-16,ZLW0GQ85,ST12000NM001G,1.20E+13,0,80,90624232,,,97,0,100,3,100,0,79,85482276,,,92,7295,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,74,26,,,100,0,100,565,26,26,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7178,100,55758383192,100,94723107746,,,,,,,,
2021-04-16,Z8A0A057F97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7928,100,2,100,0,100,0,100,0,69,12581,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,76,100,29,,,100,0,100,0,100,0,200,0,,,,,,,,,100,18350081,69,12534,100,0,100,0,,,100,592,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-17,ZHZ65F2W,ST12000NM0008,1.20E+13,0,71,13768424,,,99,0,100,1,100,0,84,237633153,,,91,8756,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,76,24,,,100,0,100,566,24,24,2,13768424,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8641,100,59730171168,100,1.23E+11,,,,,,,,
2021-04-17,ZLW0EGC7,ST12000NM001G,1.20E+13,0,82,164038216,,,99,0,100,1,100,0,69,8886829,,,93,6968,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,55,45,,,100,0,99,3581,45,45,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6364,100,49947885432,100,99874705656,,,,,,,,
2021-04-17,ZA1FLE1P,ST8000NM0055,8.00E+12,0,84,225943216,,,96,0,100,3,100,0,89,881304584,,,93,6587,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,58,42,97,6314,100,39,100,355,42,42,84,225943216,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6562,100,21408831912,100,73917513282,,,,,,,,
2021-04-17,ZA16NQJR,ST8000NM0055,8.00E+12,0,83,217236592,,,89,0,100,8,100,0,90,1118537708,,,61,34754,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,68,32,95,10237,100,15,75,51720,32,32,83,217236592,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,34723,100,75280569936,100,2.54E+11,,,,,,,,
2021-04-17,ZJV02XWG,ST12000NM0007,1.20E+13,0,84,242388912,,,89,0,100,11,100,0,88,608723613,,,71,25761,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,70,30,,,100,414,100,1581,30,30,84,242388912,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25486,100,55233077864,100,2.64E+11,,,,,,,,
2021-04-17,PL1331LAHEYUGH,HGST HMS5C4040BLE640,4.00E+12,0,100,0,133,104,142,542,100,12,100,0,100,0,113,42,95,36847,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,394,100,394,250,24,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,ZA130TTW,ST8000DM002,8.00E+12,0,81,132736304,,,96,0,100,2,100,0,92,1754923289,,,55,39838,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,71,29,79,43455,100,0,78,44558,29,29,1,132736304,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,39795,100,85088590168,100,2.86E+11,,,,,,,,
2021-04-17,7040A07GF97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7952,100,2,100,0,100,0,100,0,95,2388,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,100,1,100,8,100,24,,,100,0,100,0,100,0,200,0,,,,,,,,,100,286785538,95,2003,100,0,100,0,,,100,538,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-17,1070A04CF97G,TOSHIBA MG07ACA14TA,1.40E+13,0,100,0,100,0,100,7853,100,4,100,0,100,0,100,0,87,5485,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,3,100,15,100,20,,,100,0,100,0,100,0,200,0,,,,,,,,,100,118358017,88,5044,100,0,100,0,,,100,537,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-17,ZLW0GQ83,ST12000NM001G,1.20E+13,0,81,123422600,,,97,0,100,3,100,0,82,143220615,,,92,7319,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,64,36,,,100,1,100,559,36,36,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7205,100,55103200568,100,1.03E+11,,,,,,,,
2021-04-17,ZLW0GQ82,ST12000NM001G,1.20E+13,0,76,43944488,,,93,0,100,6,100,0,78,69515076,,,100,682,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,73,27,,,100,1,100,90,27,27,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,663,100,23446300424,100,6630615549,,,,,,,,
2021-04-17,ZLW0GQ81,ST12000NM001G,1.20E+13,0,82,169626504,,,98,0,100,2,100,0,81,125516809,,,92,7328,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,67,33,,,100,0,100,598,33,33,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7206,100,54966482568,100,1.02E+11,,,,,,,,
2021-04-17,ZLW0GQ80,ST12000NM001G,1.20E+13,0,79,81771088,,,95,0,100,4,100,0,87,465263711,,,96,4054,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,77,23,,,100,1,100,355,23,23,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3967,100,23495109976,100,69365647001,,,,,,,,
2021-04-17,ZLW0GQ87,ST12000NM001G,1.20E+13,0,77,55647576,,,90,0,100,15,100,0,81,117044702,,,91,8106,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,3,100,846,25,25,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7825,100,55474344480,100,1.09E+11,,,,,,,,
2021-04-17,ZLW0GQ86,ST12000NM001G,1.20E+13,0,83,214859552,,,96,0,100,4,100,0,87,470055807,,,96,4287,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,1,100,429,25,25,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4174,100,23499037384,100,70226189026,,,,,,,,
2021-04-17,ZLW0GQ85,ST12000NM001G,1.20E+13,0,65,3309888,,,97,0,100,3,100,0,79,87256527,,,92,7311,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,74,26,,,100,0,100,566,26,26,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7194,100,55818000504,100,94820317018,,,,,,,,
